,society,price,bedRoom,bathroom,balcony,floorNum,type,sector,Super_build_area,Carpet_area,Not available,Study Room,Servant Room,Pooja Room,Others,age,luxury_score,furnishing_type,location_score,area_ratio
1270,Orris Aster Court,0.9,3,3,3,8.0,flat,sector 85,1588.5869999999998,1110.9,1,0,0,0,0,relatively new,28,1,17,370.3
1271,DLF Beverly Park,8.0,5,5,3+,2.0,flat,sector 25,7436.0,5200.0,0,1,1,1,1,undefined,16,0,45,1040.0
1272,AIPL Club Residences,0.95,2,2,1,11.0,flat,sector 70a,1043.9,730.0,1,0,0,0,0,New Property,94,2,42,365.0
1273,Surya Vihar RWA,1.3,5,5,2,2.0,flat,sector 21,3146.0,2200.0,0,1,1,0,0,relatively new,44,2,20,440.0
1274,M3m Golf Hills,1.45,2,2,3,15.0,flat,sector 79,2030.6,1420.0,1,0,0,0,0,relatively new,0,1,5,710.0
1275,Signature Global City,1.25,3,3,3,4.0,flat,sector 37d,2938.65,2055.0,1,0,0,0,0,relatively new,31,1,42,685.0
1276,Adani Brahma Samsara Vilasa,4.49,4,4,3+,3.0,flat,sector 63,4504.5,3150.0,1,0,0,0,0,New Property,91,2,52,787.5
1277,DLF The Grove,6.0,4,4,2,1.0,flat,sector 53,3432.0,2400.0,0,0,1,0,0,undefined,28,2,52,600.0
1278,Suncity Vatsal Valley,1.53,3,3,3,2.0,flat,sector 2,2044.9,1430.0,1,0,0,0,0,New Property,100,2,51,476.6666666666667
1279,Sare Green ParC Phase 3,0.7,3,2,2,4.0,flat,sector 92,1887.6,1320.0,1,0,0,0,0,relatively new,43,1,26,440.0
1280,Conscient Elevate,6.75,4,4,2,10.0,flat,sector 59,2652.65,1855.0,0,0,1,0,0,New Property,40,1,59,463.75
1281,Signature Global City 92,0.99,3,2,3,1.0,flat,sector 92,1248.104,872.8000000000001,1,0,0,0,0,relatively new,33,1,41,290.93333333333334
1282,Godrej Air,1.4,2,2,3,23.0,flat,sector 85,1287.0,900.0,1,0,0,0,0,relatively new,0,1,41,450.0
1283,Pyramid Urban,0.6,2,2,2,14.0,flat,sector 67a,700.6999999999999,490.0,1,0,0,0,0,New Property,15,1,31,245.0
1284,Hero Homes,1.35,3,2,2,18.0,flat,sector 104,1231.23,861.0,1,0,0,0,0,New Property,28,1,42,287.0
1285,Central Park Flower Valley,1.2,3,3,0,11.0,flat,sohna,2036.32,1424.0,1,0,0,0,0,relatively new,0,1,0,474.6666666666667
1286,Raheja Maheshwara,0.48,2,2,2,11.0,flat,sohna,1100.099,769.3,1,0,0,0,0,relatively new,50,1,35,384.65
1287,Shapoorji Pallonji Joyville Gurugram,1.99,2,2,2,14.0,flat,sector 102,1377.09,963.0,1,0,0,0,0,New Property,124,1,34,481.5
1288,Godrej 101,2.5,3,3,3+,5.0,flat,sector 79,2574.0,1800.0,1,0,0,0,0,relatively new,0,1,16,600.0
1289,Signature Global Park,0.58,2,2,2,3.0,flat,sector 36 sohna,858.0,600.0,1,0,0,0,0,undefined,0,1,42,300.0
1290,Orris Aster Court,0.93,3,3,3,8.0,flat,sector 85,1787.5,1250.0,1,0,0,0,0,relatively new,0,1,17,416.6666666666667
1291,Supertech Hues,0.8,2,2,3+,14.0,flat,sector 68,1349.9199999999998,944.0,1,0,0,0,0,New Property,16,2,35,472.0
1292,"New colony, Gurgaon",0.8,3,2,1,4.0,flat,sector 7,1415.7,990.0,1,0,0,0,0,relatively new,49,2,24,330.0
1293,Pyramid Urban,0.7,2,2,1,14.0,flat,sector 67a,845.13,591.0,1,0,0,0,0,New Property,27,1,31,295.5
1294,Oriental Valley CHS,1.5,4,3,3+,8.0,flat,sector 9a,2645.5,1850.0,1,0,0,0,0,old property,20,1,39,462.5
1295,AVL 36 Gurgaon,0.4,1,1,1,4.0,flat,sector 36a,560.56,392.0,1,0,0,0,0,relatively new,21,1,14,392.0
1296,Signature Global Grand IVA,0.5,2,2,0,10.0,flat,sector 103,865.15,605.0,1,0,0,0,0,relatively new,0,1,18,302.5
1297,Orchid Island,1.7,3,4,3,2.0,flat,sector 51,2282.28,1596.0,0,0,0,1,0,old property,69,1,46,532.0
1298,Pivotal Riddhi Siddhi,0.72,2,2,2,12.0,flat,sector 99,10866.10954,7598.678,0,0,0,0,0,relatively new,41,1,35,3799.339
1299,Pivotal Devaan,0.35,2,2,2,4.0,flat,sector 84,690.6899999999999,483.0,1,0,0,0,0,relatively new,23,1,36,241.5
1300,Signature Global Grand IVA,0.5,2,2,2,10.0,flat,sector 103,865.15,605.0,1,0,0,0,0,relatively new,7,1,18,302.5
1301,Kendriya Vihar,0.47,1,1,1,3.0,flat,sector 56,865.15,605.0,1,0,0,0,0,undefined,47,2,50,605.0
1302,Parsvnath Exotica,5.0,3,4,3,7.0,flat,sector 53,4147.0,2900.0,0,0,1,0,0,undefined,36,2,43,966.6666666666666
1303,Emaar MGF Palm Studios,1.7,2,2,2,7.0,flat,sector 66,1186.185,829.5,0,0,0,0,1,relatively new,78,1,35,414.75
1304,ILD Greens,0.95,3,3,3+,0.0,flat,sector 37c,1876.875,1312.5,1,0,0,0,0,New Property,0,1,49,437.5
1305,DLF The Skycourt,2.2,3,3,1,7.0,flat,sector 86,1931.93,1351.0,0,0,0,1,0,relatively new,76,0,25,450.3333333333333
1306,Signature Global City 81,0.82,2,2,3,2.0,flat,sector 81,807.9499999999999,565.0,1,0,0,0,0,relatively new,0,1,5,282.5
1307,Spaze Privvy The Address,1.25,4,4,3,16.0,flat,sector 93,2431.0,1700.0,1,0,0,0,0,relatively new,0,1,41,425.0
1308,Emaar Mgf Emerald Floors,3.2,4,3,2,1.0,flat,sector 65,2502.5,1750.0,0,0,1,0,0,relatively new,0,1,23,437.5
1309,Mapsko Casa Bella,1.75,4,5,3+,1.0,flat,sector 82,2802.8,1960.0,1,0,0,0,0,relatively new,0,1,33,490.0
1310,Tulip Ivory,2.35,4,4,3+,8.0,flat,sector 70,3432.0,2400.0,0,0,1,0,0,old property,86,1,42,600.0
1311,ATS Marigold,1.5,3,3,3,5.0,flat,sector 89a,2073.5,1450.0,1,0,0,0,0,Under Construction,86,1,34,483.3333333333333
1312,AIPL Zen Residences,1.34,2,2,3+,17.0,flat,sector 70a,1305.304,912.8,1,0,0,0,0,New Property,89,2,42,456.4
1313,Tulip Yellow,1.8,3,3,3,14.0,flat,sector 69,2436.72,1704.0,1,0,0,0,0,relatively new,0,1,59,568.0
1314,Sare Green ParC Phase 3,1.1,4,3,2,12.0,flat,sector 92,2288.0,1600.0,1,0,0,0,0,New Property,11,1,26,400.0
1315,Adani Brahma Samsara Vilasa,3.25,3,3,3,4.0,flat,sector 63,1573.0,1100.0,0,0,0,0,1,New Property,23,1,52,366.6666666666667
1316,Smart World Orchard,2.55,3,3,2,4.0,flat,sector 61,2330.9,1630.0,0,0,0,0,1,New Property,19,1,51,543.3333333333334
1317,Sare Green Parc 2,0.61,3,2,2,6.0,flat,sector 92,1262.2609999999995,882.6999999999999,0,0,0,0,1,Under Construction,0,1,5,294.2333333333333
1318,Signature Global Park,0.75,2,2,0,1.0,flat,sector 36 sohna,1236.664,864.8000000000001,1,0,0,0,0,undefined,0,1,42,432.4
1319,Eldeco Accolade,1.35,3,3,3,2.0,flat,sohna,3146.0,2200.0,0,0,1,0,0,New Property,68,1,18,733.3333333333334
1320,Tulip Violet,1.65,3,3,2,1.0,flat,sector 69,1805.232,1262.4,1,0,0,0,0,relatively new,70,2,35,420.8
1321,BPTP Park Generations,1.5,3,2,3+,17.0,flat,sector 37d,1521.52,1064.0,1,0,0,0,0,relatively new,25,1,42,354.6666666666667
1322,Spaze Privy,1.9,3,3,3,10.0,flat,sector 72,1976.975,1382.5,0,0,1,0,0,old property,44,2,40,460.8333333333333
1323,Central Park Resorts,15.0,5,6,3+,17.0,flat,sector 48,9581.0,6700.0,0,1,1,1,0,relatively new,54,0,44,1340.0
1324,Puri Diplomatic Greens,3.9,4,5,3+,6.0,flat,sector 111,4218.5,2950.0,0,0,1,0,0,relatively new,128,0,44,737.5
1325,Breez Global Heights,0.46,2,2,2,4.0,flat,sohna,1001.0,700.0,1,0,0,0,0,relatively new,70,0,42,350.0
1326,Shri Ram Apartments,0.32,2,2,1,4.0,flat,sector 3a,1358.5,950.0,1,0,0,0,0,relatively new,5,2,34,475.0
1327,DLF The Arbour,7.8,4,4,0,6.0,flat,sector 63,4518.8,3160.0,1,0,0,0,0,New Property,0,1,26,790.0
1328,BSF CHS,0.95,3,3,3,13.0,flat,gwal pahari,2288.0,1600.0,1,0,0,0,0,New Property,23,1,29,533.3333333333334
1329,HSIIDC Sidco Shivalik Apartments,0.85,3,2,2,5.0,flat,manesar,1667.6659999999997,1166.1999999999998,1,0,0,0,0,old property,0,1,14,388.7333333333333
1330,TARC Maceo,0.95,2,2,2,10.0,flat,sector 91,1311.3099999999995,917.0,1,0,0,0,0,relatively new,72,1,25,458.5
1331,dnha group housing society,0.75,3,2,2,5.0,flat,manesar,1661.66,1162.0,1,0,0,0,0,old property,0,1,14,387.3333333333333
1332,NBCC Heights,0.75,2,2,2,6.0,flat,sector 89,1141.14,798.0,1,0,0,0,0,old property,0,1,48,399.0
1333,Vatika Gurgaon 21,1.4,3,3,2,7.0,flat,sector 83,1736.735,1214.5,1,0,0,0,0,relatively new,62,2,42,404.8333333333333
1334,Malibu Towers,2.45,3,4,2,1.0,flat,sector 47,3274.7,2290.0,0,1,0,0,0,old property,25,2,46,763.3333333333334
1335,M3M Soulitude,1.25,3,3,2,3.0,flat,sector 89,2034.89,1423.0,0,1,0,0,0,New Property,28,1,32,474.3333333333333
1336,Tulip Purple,2.6,4,4,3+,4.0,flat,sector 69,2402.4,1680.0,0,0,1,0,0,old property,23,1,59,420.0
1337,Park View Apartments,1.6,3,3,3+,2.0,flat,sector 15,2073.5,1450.0,0,0,0,1,0,old property,38,1,32,483.3333333333333
1338,Tulip Petals,1.1,3,2,3,4.0,flat,sector 89,1887.6,1320.0,1,0,0,0,0,New Property,0,1,49,440.0
1339,Ansal Plaza,1.0,2,3,0,1.0,flat,sector 2,1144.0,800.0,1,0,0,0,0,relatively new,0,1,61,400.0
1340,CHD Avenue 71,1.4,3,3,2,1.0,flat,sector 71,2519.66,1762.0,0,0,0,1,0,old property,109,2,30,587.3333333333334
1341,Smart World Orchard,2.6,3,3,2,2.0,flat,sector 61,1631.63,1141.0,1,0,0,0,0,New Property,50,1,51,380.3333333333333
1342,Vatika City Homes,0.75,2,2,2,3.0,flat,sector 83,1326.3249999999998,927.5,1,0,0,0,0,relatively new,50,1,32,463.75
1343,M3M Sky Lofts,1.0,1,1,1,9.0,flat,sector 71,622.05,435.0,1,0,0,0,0,old property,0,1,52,435.0
1344,Raheja Vedaanta,0.7,2,2,3,1.0,flat,sector 108,1716.0,1200.0,1,0,0,0,0,relatively new,0,1,0,600.0
1345,Sidhartha NCR One Phase 1,0.6,2,2,3,10.0,flat,sector 95,1430.0,1000.0,1,0,0,0,0,New Property,0,1,0,500.0
1346,Chintels Paradiso,1.97,4,4,2,11.0,flat,sector 109,2632.63,1841.0,0,0,1,1,0,relatively new,28,1,25,460.25
1347,Ramprastha The Edge Towers,0.75,2,2,3,19.0,flat,sector 37d,1613.04,1128.0,1,0,0,0,0,old property,0,1,40,564.0
1348,Pioneer Park,1.6,2,2,2,21.0,flat,sector 61,1973.4,1380.0,0,0,1,0,0,relatively new,89,1,43,690.0
1349,Trisara Our Homes 3,0.4,2,2,1,0.0,flat,sohna,860.86,602.0,1,0,0,0,0,New Property,76,2,45,301.0
1350,Ashiana Anmol,0.99,2,2,2,6.0,flat,sohna,1287.0,900.0,1,0,0,0,0,New Property,28,1,40,450.0
1351,Umang Monsoon Breeze,0.69,2,2,2,11.0,flat,sector 78,1830.4,1280.0,1,0,0,0,0,old property,57,1,16,640.0
1352,Signature Global Park 4,0.85,3,2,3,1.0,flat,sector 36 sohna,1072.5,750.0,1,0,0,0,0,New Property,29,1,52,250.0
1353,HCBS Sports Ville,0.32,2,2,1,3.0,flat,sohna,851.12456,595.192,1,0,0,0,0,relatively new,79,1,0,297.596
1354,Raheja The Vedaanta Floors,0.7,2,2,3,1.0,flat,sector 108,2213.64,1548.0,1,0,0,0,0,old property,0,2,40,774.0
1355,M3M Soulitude,1.42,3,3,2,3.0,flat,sector 89,2034.89,1423.0,1,0,0,0,0,New Property,11,1,32,474.3333333333333
1356,ROF Ananda,0.38,2,2,2,5.0,flat,sector 95,920.92,644.0,0,1,0,0,0,relatively new,48,1,24,322.0
1357,GLS Arawali Homes,0.26,2,2,2,4.0,flat,sohna,823.68,576.0,1,0,0,0,0,relatively new,43,1,7,288.0
1358,AVL 36 Gurgaon,0.5,1,1,1,5.0,flat,sector 36a,715.0,500.0,1,0,0,0,0,relatively new,0,1,0,500.0
1359,Bestech Altura,1.9,3,4,2,11.0,flat,sector 79,3074.5,2150.0,0,0,1,0,0,New Property,28,1,34,716.6666666666666
1360,Eldeco Accolade,0.85,2,2,3,10.0,flat,sohna,1043.9,730.0,1,0,0,0,0,New Property,65,1,18,365.0
1361,Adarsh nagar,0.65,3,3,1,1.0,flat,sector 12,1501.5,1050.0,1,0,0,0,0,New Property,24,2,32,350.0
1362,g l s arawali homes,0.26,2,2,2,1.0,flat,sohna,576.5759999999999,403.2,1,0,0,0,0,old property,0,1,0,201.6
1363,Piedmont Taksila heights,0.9,3,3,3,9.0,flat,sector 37c,1758.3280000000002,1229.6,1,0,0,0,0,old property,75,2,21,409.86666666666673
1364,DLF The Arbour,8.5,4,4,0,27.0,flat,sector 63,4518.8,3160.0,1,0,0,0,0,New Property,0,1,26,790.0
1365,Suncity Avenue 76,0.75,2,2,2,11.0,flat,sector 76,735.735,514.5,1,0,0,0,0,relatively new,0,1,34,257.25
1366,ATS Marigold,1.5,3,3,3,2.0,flat,sector 89a,2502.5,1750.0,0,0,0,0,1,New Property,28,1,34,583.3333333333334
1367,Bestech Altura,1.9,3,4,3,11.0,flat,sector 79,2152.15,1505.0,1,0,0,0,0,relatively new,75,1,34,501.6666666666667
1368,Godrej Nature Plus Serenity,1.45,3,2,3,3.0,flat,sector-33 sohna,1672.6709999999996,1169.6999999999998,1,0,0,0,0,New Property,28,1,17,389.8999999999999
1369,Conscient Elevate,4.02,3,3,1,3.0,flat,sector 59,3281.85,2295.0,1,0,0,0,0,undefined,40,1,59,765.0
1370,Sare Crescent Parc Royal Greens Phase 1,0.5,2,2,3,2.0,flat,sector 92,1428.57,999.0,1,0,0,0,0,relatively new,0,1,12,499.5
1371,Emaar MGF The Palm Drive,3.98,3,4,3+,2.0,flat,sector 66,2202.2,1540.0,0,0,1,0,0,old property,110,2,43,513.3333333333334
1372,Godrej 101,1.47,2,2,3,9.0,flat,sector 79,1292.8515599999998,904.092,0,1,0,0,0,New Property,79,1,16,452.046
1373,Lotus Homz,0.7,2,2,2,8.0,flat,sector 111,995.28,696.0,1,0,0,0,0,relatively new,40,1,42,348.0
1374,Krisumi Waterfall Residences,2.2,2,2,2,23.0,flat,sector 36a,1480.4789999999998,1035.3,1,0,0,0,0,New Property,11,1,41,517.65
1375,Smart World Gems,1.16,3,3,2,3.0,flat,sector 89,2034.89,1423.0,0,1,0,0,0,New Property,53,1,52,474.3333333333333
1376,Antriksh Green,2.25,4,4,2,9.0,flat,sector 45,4111.25,2875.0,0,0,1,0,0,undefined,16,0,39,718.75
1377,Whiteland The Aspen,3.35,3,4,3+,5.0,flat,sector 76,2717.0,1900.0,0,0,1,0,0,undefined,125,0,41,633.3333333333334
1378,Ansal Height 86,0.8,2,2,0,1.0,flat,sector 86,1555.84,1088.0,1,0,0,0,0,relatively new,0,1,5,544.0
1379,Ramsons Kshitij,0.35,2,2,0,5.0,flat,sector 95,728.728,509.6,1,0,0,0,0,New Property,0,1,0,254.8
1380,Vipul Lavanya,0.6,2,2,1,0.0,flat,sector 81,900.9,630.0,1,0,0,0,0,relatively new,0,1,5,315.0
1381,Vipul Lavanya,0.6,2,2,1,0.0,flat,sector 81,1287.0,900.0,1,0,0,0,0,relatively new,28,1,5,450.0
1382,Pareena Mi Casa,1.0,2,2,2,16.0,flat,sector 68,1751.75,1225.0,0,0,1,0,0,New Property,60,1,52,612.5
1383,Smart World Orchard,2.54,3,3,3,2.0,flat,sector 61,2345.2,1640.0,0,0,0,0,0,relatively new,34,1,51,546.6666666666666
1384,Ansal Sushant Residency,1.5,3,2,3+,1.0,flat,sector 57,3166.02,2214.0,1,0,0,0,0,old property,53,1,32,738.0
1385,M3M Heights,2.78,3,3,3,44.0,flat,sector 65,1829.828,1279.6,1,0,0,0,0,relatively new,52,1,52,426.5333333333333
1386,Sare Crescent Parc,0.9,4,5,3+,3.0,flat,sector 92,1996.995,1396.5,0,0,1,0,0,relatively new,0,1,5,349.125
1387,ROF Aalayas,0.45,1,1,2,6.0,flat,sector 102,858.0,600.0,1,0,0,0,0,relatively new,0,1,35,600.0
1388,Paras Quartier,5.9,4,4,3+,0.0,flat,gwal pahari,6120.4,4280.0,1,0,0,0,0,old property,0,1,52,1070.0
1389,ILD Grand,1.2,3,3,3,7.0,flat,sector 37c,1821.82,1274.0,1,0,0,0,0,relatively new,33,1,34,424.6666666666667
1390,Sidhartha NCR Greens,0.56,2,2,3,13.0,flat,sector 95,990.99,693.0,1,0,0,0,0,New Property,13,1,5,346.5
1391,Mapsko Mount Ville,1.4,3,3,3,2.0,flat,sector 79,2130.7,1490.0,1,0,0,0,0,New Property,96,2,42,496.6666666666667
1392,CGHS Hewo Apartments,1.25,2,2,2,2.0,flat,sector 31,1544.4,1080.0,1,0,0,0,0,relatively new,16,1,32,540.0
1393,Godrej Nature Plus,1.5,2,2,3+,2.0,flat,sector-33 sohna,1980.55,1385.0,1,0,0,0,0,New Property,79,1,41,692.5
1394,M3M The Marina,2.22,3,2,3,4.0,flat,sector 68,1551.55,1085.0,1,0,0,0,0,relatively new,27,1,42,361.6666666666667
1395,Valley View Estate,1.5,4,4,3+,9.0,flat,gwal pahari,2591.16,1812.0,0,1,1,0,1,New Property,103,1,35,453.0
1396,Mapsko Mount Ville,1.85,3,4,3,21.0,flat,sector 79,1816.815,1270.5,0,0,1,1,0,New Property,28,1,42,423.5
1397,Smart World Orchard,1.6,2,2,2,4.0,flat,sector 61,1644.5,1150.0,1,0,0,0,0,Under Construction,31,1,51,575.0
1398,Raheja Vedas,2.15,3,4,3+,12.0,flat,sector 108,5720.0,4000.0,0,1,0,0,0,relatively new,0,1,0,1333.3333333333333
1399,Adani Brahma Samsara Vilasa,3.0,3,3,3,3.0,flat,sector 63,2574.0,1800.0,1,0,0,0,0,New Property,33,1,52,600.0
1400,Smart World Gems,1.2,3,3,2,3.0,flat,sector 89,1627.912,1138.4,0,1,0,0,1,New Property,23,1,52,379.4666666666667
1401,M3M Skycity,3.0,3,3,3,17.0,flat,sector 65,1829.828,1279.6,1,0,0,0,0,relatively new,83,1,43,426.5333333333333
1402,The Castle Society,2.0,4,4,2,4.0,flat,sector 56,2302.3,1610.0,1,0,0,0,0,relatively new,0,1,42,402.5
1403,Essel Towers,2.75,4,5,3+,8.0,flat,sector 43,2516.8,1760.0,0,1,1,0,0,undefined,89,0,37,440.0
1404,Lotus Homz,0.36,1,1,1,10.0,flat,sector 111,579.15,405.0,1,0,0,0,0,relatively new,27,1,42,405.0
1405,ShreeRam Apartment II,0.21,1,1,1,2.0,flat,sector 3a,643.5,450.0,1,0,0,0,0,relatively new,5,1,34,450.0
1406,M3M Woodshire,1.8,3,4,3+,2.0,flat,sector 107,1979.12,1384.0,0,0,1,0,0,relatively new,107,1,16,461.3333333333333
1407,Krisumi Waterfall Residences,4.1,3,4,3,30.0,flat,sector 36a,3629.34,2538.0,0,1,0,0,0,New Property,28,0,51,846.0
1408,Godrej 101,1.3,2,2,3,3.0,flat,sector 79,1573.5719999999997,1100.4,0,1,0,0,0,New Property,28,1,16,550.1999999999999
1409,Signature Global Solera,0.6,3,2,2,8.0,flat,sector 107,929.5,650.0,1,0,0,0,0,relatively new,0,1,33,216.66666666666663
1410,Signature Global Solera,0.4,2,2,1,7.0,flat,sector 107,783.64,548.0,1,0,0,0,0,relatively new,0,1,33,274.0
1411,Ambience Creacions,1.99,2,2,2,9.0,flat,sector 22,1830.4,1280.0,0,1,1,1,0,New Property,12,1,49,640.0
1412,Ambience Creacions,1.99,2,2,2,9.0,flat,sector 22,1830.4,1280.0,1,0,0,0,0,New Property,28,1,49,640.0
1413,M3M Soulitude,1.28,3,3,2,4.0,flat,sector 89,2073.5,1450.0,0,1,0,0,0,relatively new,111,1,32,483.3333333333333
1414,Smart World Orchard,1.6,2,2,2,4.0,flat,sector 61,1644.5,1150.0,0,1,0,0,1,New Property,18,1,51,575.0
1415,Ace Palm Floors,0.97,2,2,2,1.0,flat,sector 89,1764.62,1234.0,0,1,0,0,0,New Property,18,1,37,617.0
1416,Umang Winter Hills,0.86,2,2,2,16.0,flat,sector 77,1343.342,939.4,1,0,0,0,0,New Property,63,2,49,469.7
1417,AIPL Zen Residences,1.25,2,2,2,19.0,flat,sector 70a,1804.66,1262.0,1,0,0,0,0,New Property,24,1,42,631.0
1418,Signature Global Solera,0.25,1,1,0,0.0,flat,sector 107,363.792,254.4,1,0,0,0,0,relatively new,0,1,33,254.4
1419,Capital Residences 360,1.1,2,2,3+,8.0,flat,sector 70a,1451.4499999999998,1015.0,1,0,0,0,0,New Property,56,1,0,507.5
1420,Signature Global Synera,0.48,2,2,1,7.0,flat,sector 81,812.24,568.0,1,0,0,0,0,relatively new,50,1,34,284.0
1421,ILD Greens,0.95,2,2,3+,11.0,flat,sector 37c,1472.9,1030.0,0,0,0,1,0,relatively new,102,2,49,515.0
1422,Global height,0.45,2,2,2,6.0,flat,sohna,1015.3,710.0,1,0,0,0,0,relatively new,28,0,0,355.0
1423,Signature Global the Millennia,0.65,2,2,3,0.0,flat,sector 37d,852.28,596.0,1,0,0,0,0,New Property,23,1,25,298.0
1424,M3M Heights,2.01,2,2,3,8.0,flat,sector 65,2049.19,1433.0,0,1,0,0,0,New Property,27,1,52,716.5
1425,Smart World Gems,0.9,2,2,2,1.0,flat,sector 89,1264.12,884.0,1,0,0,0,0,New Property,0,1,52,442.0
1426,Whiteland  The ASPEN,3.5,3,4,3,8.0,flat,sector 76,2519.66,1762.0,1,0,0,0,0,undefined,0,1,14,587.3333333333334
1427,Godrej Air,1.3,2,2,3,30.0,flat,sector 85,1278.4199999999998,894.0,1,0,0,0,0,relatively new,88,1,41,447.0
1428,HCBS Sports Ville,0.25,1,1,1,12.0,flat,sohna,686.4,480.0,1,0,0,0,0,relatively new,37,1,0,480.0
1429,Pivotal Devaan,0.27,1,1,1,13.0,flat,sector 84,484.77,339.0,1,0,0,0,0,relatively new,35,0,36,339.0
1430,CGHS Vidya Enclave,1.7,3,2,3,6.0,flat,sector 56,2216.5,1550.0,0,0,0,0,0,undefined,78,1,50,516.6666666666666
1431,Smart World Gems,1.16,3,2,3,1.0,flat,sector 89,1104.1029999999998,772.0999999999999,0,1,0,0,0,New Property,28,1,52,257.3666666666666
1432,M3M Woodshire,1.01,2,2,3+,11.0,flat,sector 107,1367.3659999999998,956.2,0,0,0,0,1,New Property,68,1,16,478.1
1433,Signature Global Solera 2,0.5,2,2,2,13.0,flat,sector 107,800.8,560.0,1,0,0,0,0,New Property,7,1,7,280.0
1434,Orris Carnation Residency,1.1,3,4,3,6.0,flat,sector 85,1859.0,1300.0,0,0,1,0,0,old property,64,1,35,433.3333333333333
1435,Smart World Orchard,1.58,2,2,2,3.0,flat,sector 61,1644.5,1150.0,0,1,0,0,0,New Property,11,1,51,575.0
1436,Signature Global Park 4,0.72,3,2,3,3.0,flat,sector 36 sohna,1082.081,756.6999999999999,1,0,0,0,0,Under Construction,0,1,0,252.2333333333333
1437,Satya Element One,0.87,1,1,1,2.0,flat,sector 49,643.5,450.0,1,0,0,0,0,relatively new,25,1,20,450.0
1438,Godrej Aria,1.7,3,4,3+,6.0,flat,sector 79,1603.03,1121.0,0,0,1,0,0,New Property,68,1,49,373.6666666666667
1439,Breez Global Heights 88A,0.5,3,2,2,2.0,flat,sector 88a,853.7099999999999,597.0,1,0,0,0,0,relatively new,27,1,41,199.0
1440,Godrej 101,1.41,2,2,3,3.0,flat,sector 79,2247.96,1572.0,0,1,0,0,0,New Property,93,1,16,786.0
1441,Signature Global City 92,0.99,3,2,3,1.0,flat,sector 92,2137.85,1495.0,0,0,0,0,1,New Property,23,1,41,498.3333333333333
1442,Tulip Violet,3.25,4,5,3+,14.0,flat,sector 69,3219.2159999999994,2251.2,0,0,0,1,1,relatively new,12,1,42,562.8
1443,Birla Navya,3.5,3,3,3,1.0,flat,sector 63a,1930.5,1350.0,1,0,0,0,0,Under Construction,46,1,33,450.0
1444,Parsvnath Green Ville,2.5,4,5,3,1.0,flat,sector 48,2788.5,1950.0,0,0,0,0,1,old property,28,2,40,487.5
1445,Pyramid Pride,0.5,2,2,1,8.0,flat,sector 76,1086.8,760.0,1,0,0,0,0,undefined,75,1,41,380.0
1446,Suposhaa Smartworld Orchard,2.25,3,3,2,3.0,flat,sector 61,2215.07,1549.0,1,0,0,0,0,relatively new,0,1,5,516.3333333333334
1447,Mittal Surya Vihar,1.4,5,4,2,2.0,flat,sector 21,2402.4,1680.0,1,0,0,0,0,old property,0,1,24,336.0
1448,Trisara Our Homes 3,0.36,2,2,1,1.0,flat,sohna,643.5,450.0,1,0,0,0,0,New Property,51,1,45,225.0
1449,Godrej Aria,1.3,2,2,2,7.0,flat,sector 79,1471.47,1029.0,0,1,0,0,0,relatively new,95,2,35,514.5
1450,Kendriya Vihar,0.58,1,1,1,1.0,flat,sector 56,865.15,605.0,1,0,0,0,0,undefined,54,1,50,605.0
1451,om apartment Dayanand colony,0.26,1,1,1,3.0,flat,sector 5,833.6899999999999,583.0,1,0,0,0,0,relatively new,7,1,34,583.0
1452,Pyramid Urban Homes 2,0.6,3,2,2,2.0,flat,sector 86,1072.5,750.0,1,0,0,0,0,New Property,8,1,25,250.0
1453,Pyramid Urban Homes 2,0.5,2,2,1,2.0,flat,sector 86,859.43,601.0,1,0,0,0,0,relatively new,20,1,25,300.5
1454,Godrej Nature Plus,1.35,3,2,3+,7.0,flat,sector-33 sohna,1641.64,1148.0,0,0,0,1,0,New Property,28,1,41,382.6666666666667
1455,Unitech South Park,1.13,3,3,2,1.0,flat,sector 70,1611.61,1127.0,1,0,0,0,0,New Property,51,1,35,375.6666666666667
1456,Raheja Atharva,1.6,4,1,0,0.0,flat,sector 109,3441.152,2406.4,1,0,0,0,0,New Property,0,1,18,601.6
1457,Greenopolis,0.65,2,2,2,15.0,flat,sector 89,1788.9299999999998,1251.0,1,0,0,0,0,relatively new,24,1,12,625.5
1458,Satya The Hermitage,0.8,2,2,0,10.0,flat,sector 103,1658.8,1160.0,1,0,0,0,0,relatively new,0,1,50,580.0
1459,Sahara Grace,5.5,4,5,3+,5.0,flat,sector 28,3767.764,2634.8,0,0,1,0,1,old property,7,2,45,658.6999999999999
1460,Imperia The Esfera,0.95,2,2,0,17.0,flat,sector 37c,1805.232,1262.4,0,0,1,0,0,Under Construction,0,1,27,631.2
1461,Alpha Corp GurgaonOne 84,1.2,2,2,1,6.0,flat,sector 84,1271.27,889.0,1,0,0,0,0,relatively new,10,1,41,444.5
1462,Smart World Orchard,1.55,2,2,1,3.0,flat,sector 61,1151.15,805.0,0,1,0,0,0,relatively new,48,1,51,402.5
1463,HCBS Sports Ville,0.3,2,2,2,3.0,flat,sohna,888.03,621.0,1,0,0,0,0,relatively new,0,1,0,310.5
1464,Whiteland Blissville,1.92,3,3,2,2.0,flat,sector 76,1344.2,940.0,1,0,0,0,0,undefined,0,1,50,313.3333333333333
